image,label
data/apparels/Skirt/f4b934fc-e326-4f72-b535-53288b8b82d3.jpg,Skirt
data/apparels/Skirt/fdbcfdcd-5deb-4a20-9aef-b708831ef774.jpg,Skirt
data/apparels/Skirt/ecfd00ef-2fe1-4778-a2a8-e97aeb810f26.jpg,Skirt
data/apparels/Skirt/2ac96388-4353-44b6-a174-de2f2523afd1.jpg,Skirt
data/apparels/Skirt/bd289469-607c-45df-bad3-ed1057e277bf.jpg,Skirt
data/apparels/Skirt/6b6416d0-7fae-4858-ba58-f0420302a1b2.jpg,Skirt
data/apparels/Skirt/ec5f9167-6824-43cf-9f91-15c99a9318c4.jpg,Skirt
data/apparels/Skirt/a6a301fe-74f4-4a22-9847-a6f6ce98aa4b.jpg,Skirt
data/apparels/Skirt/46e4c390-2154-4f6f-8c6f-e7805564d929.jpg,Skirt
data/apparels/Skirt/26921ddb-5f3e-4878-a156-3318f4d831b0.jpg,Skirt
data/apparels/Skirt/36ce9691-290b-4449-bebd-90d01f8bbeb1.jpg,Skirt
data/apparels/Skirt/53c395a3-94bf-4ad9-be75-3bb3924c2d76.jpg,Skirt
data/apparels/Skirt/58d7105d-ec37-4cda-8bf8-7dd2c7b1bf6e.jpg,Skirt
data/apparels/Skirt/0da586b0-bbfb-44fd-a629-12aee2b1d430.jpg,Skirt
data/apparels/Skirt/81dad8de-c735-4a92-9047-94896cd7b110.jpg,Skirt
data/apparels/Skirt/4d4f6900-da14-4e6c-9236-e3a98261fdc2.jpg,Skirt
data/apparels/Skirt/86f0720d-a496-4de8-8f8e-9abe36cf1650.jpg,Skirt
data/apparels/Skirt/f443ff4d-4d7f-47d9-9288-61f2594343d7.jpg,Skirt
data/apparels/Skirt/d44cfac9-3fda-47ba-8eb1-8b130f60b08c.jpg,Skirt
data/apparels/Skirt/6d210194-60de-49c5-a215-05201cfa1a64.jpg,Skirt
data/apparels/Skirt/ce118595-1373-463c-9be5-0b7d62ce1f0d.jpg,Skirt
data/apparels/Skirt/ad82f227-e35f-4268-a6e3-ef417bf96656.jpg,Skirt
data/apparels/Skirt/a122ba8d-6ebe-42f8-8f72-433aa1a6740a.jpg,Skirt
data/apparels/Skirt/a1733d6b-2e24-43da-b5e2-8f52ee3fc70a.jpg,Skirt
data/apparels/Skirt/2a79969e-c45d-432f-a62b-90970e4d909f.jpg,Skirt
data/apparels/Skirt/29a50158-569c-4597-ab58-184fa0256c51.jpg,Skirt
data/apparels/Skirt/0903f4c9-a877-4832-bb9e-2a4f4b8f7f67.jpg,Skirt
data/apparels/Skirt/8a34360e-9feb-4571-8e16-01d90f6576c7.jpg,Skirt
data/apparels/Skirt/672b0d76-2277-4edf-8903-51cd6646b139.jpg,Skirt
data/apparels/Skirt/8361e496-70e5-4499-afce-d01848b1d5e8.jpg,Skirt
data/apparels/Skirt/a0734f9e-9f67-4d45-a00b-26e65700d157.jpg,Skirt
data/apparels/Skirt/2459a9ab-b654-4aef-be7c-89340da78cec.jpg,Skirt
data/apparels/Skirt/22d78476-595a-412d-861e-880264696556.jpg,Skirt
data/apparels/Skirt/085469ab-cdb6-42e6-a3cf-f370b6b6ddd6.jpg,Skirt
data/apparels/Skirt/2503103d-48e1-4be1-b90e-c2e80b5f1eed.jpg,Skirt
data/apparels/Skirt/c1df0487-20c3-4acc-a0d8-cfbf14942e2a.jpg,Skirt
data/apparels/Skirt/af5c0e7c-d950-4e6f-88ac-642a41a27b75.jpg,Skirt
data/apparels/Skirt/92e0e80a-d72a-4bed-9ee3-84343618f0bf.jpg,Skirt
data/apparels/Skirt/574a2370-af89-4c9a-bbb9-9acfd31489f3.jpg,Skirt
data/apparels/Skirt/491982c3-3e90-431e-99e6-b14ecea36384.jpg,Skirt
data/apparels/Skirt/bb361f03-abc9-4a8e-a2a4-ff306a5b4612.jpg,Skirt
data/apparels/Skirt/40cdc4d8-61b5-4b1b-bfca-4a34541abddb.jpg,Skirt
data/apparels/Skirt/00fc9948-363d-41dd-98c2-e6be140f543f.jpg,Skirt
data/apparels/Skirt/31fd2f8b-620c-405d-b9f9-5e676dbace96.jpg,Skirt
data/apparels/Skirt/507e8a1d-3f45-4aa9-b4a0-cbc159fa5a79.jpg,Skirt
data/apparels/Skirt/def00273-79ed-414b-b7d3-d742001a2d15.jpg,Skirt
data/apparels/Skirt/ccb57961-f839-44fc-be22-8b8a5944f8b3.jpg,Skirt
data/apparels/Skirt/0ab26941-211e-44d7-a62a-20207fa7a3e0.jpg,Skirt
data/apparels/Skirt/ecdc68a9-12c7-449b-ab3a-4b2a8e71b197.jpg,Skirt
data/apparels/Skirt/86d25b2c-d388-49f6-9616-d2ad838c7148.jpg,Skirt
data/apparels/Skirt/10b131c9-2a02-4968-add2-075bebe4ad43.jpg,Skirt
data/apparels/Skirt/5e2b335d-2f5e-4356-9aba-a735af742b6a.jpg,Skirt
data/apparels/Skirt/1d08ddfe-dfd4-4bf9-81a7-9cc8dfa2833f.jpg,Skirt
data/apparels/Skirt/db36b9f3-57d5-4840-8d67-89c2f8a03251.jpg,Skirt
data/apparels/Skirt/8ede80c5-5604-4d69-9c1a-4aa7711a02ec.jpg,Skirt
data/apparels/Skirt/36e2b110-6be7-4c46-a865-34ca99808c11.jpg,Skirt
data/apparels/Skirt/2f8687c7-bdbf-449f-8528-639040681663.jpg,Skirt
data/apparels/Skirt/24963db3-649c-4f04-8da3-0375ede8e0a6.jpg,Skirt
data/apparels/Skirt/f19701fb-2884-4526-bc66-ec71d359875f.jpg,Skirt
data/apparels/Skirt/25450d12-43a6-48c1-b5c0-fd613ad61ee0.jpg,Skirt
data/apparels/Skirt/2fdb6ac9-dfe4-4824-baab-6bf4e1d2f802.jpg,Skirt
data/apparels/Skirt/97297d04-884f-451b-b75a-717ce3d1442a.jpg,Skirt
data/apparels/Skirt/32b99302-cec7-4dec-adfa-3d4029674209.jpg,Skirt
data/apparels/Skirt/284149a9-e71e-4955-8228-7511fa592bc1.jpg,Skirt
data/apparels/Skirt/36d30ee9-1a06-49a5-94ca-1e58f13e7dc2.jpg,Skirt
data/apparels/Skirt/0558b2c5-be00-49de-b27f-8c88114ac36f.jpg,Skirt
data/apparels/Skirt/16dae877-412a-489e-8935-4bd08db2fa23.jpg,Skirt
data/apparels/Skirt/7f160564-1b10-4cf0-bb61-5d9af037e898.jpg,Skirt
data/apparels/Skirt/cb3838a8-f6e4-4845-8140-51ff740a75cb.jpg,Skirt
data/apparels/Skirt/41e11790-a772-47b1-b251-15c3464038b7.jpg,Skirt
data/apparels/Skirt/bb437c07-06e4-4b16-b3aa-8382dd35de0a.jpg,Skirt
data/apparels/Skirt/f309b378-084e-4709-9519-7087175395ca.jpg,Skirt
data/apparels/Skirt/9b96c318-a9bf-446f-873e-6388906cce86.jpg,Skirt
data/apparels/Skirt/39dc8452-9d13-4941-a1e2-fc05df87ee4c.jpg,Skirt
data/apparels/Skirt/78b7da73-ca6c-4e99-b88d-a9f358e7f0f2.jpg,Skirt
data/apparels/Skirt/c763b1d1-ed61-4545-b740-501363ca613f.jpg,Skirt
data/apparels/Skirt/104b1054-3d95-4738-8199-d4b0581e735f.jpg,Skirt
data/apparels/Skirt/77cd4632-d981-4254-9134-08e44dab9834.jpg,Skirt
data/apparels/Skirt/23f711eb-2808-4577-be4c-c1355ad07dae.jpg,Skirt
data/apparels/Skirt/7e77ec6d-2bd6-45c7-9904-cf1fae288afc.jpg,Skirt
data/apparels/Skirt/6fb5a560-4000-43f6-b656-f61cf0a8649e.jpg,Skirt
data/apparels/Skirt/84ae684a-cb1c-46e7-ba47-b6519e4f0d51.jpg,Skirt
data/apparels/Skirt/011ecf12-aab1-4c72-8f77-2649386cd23b.jpg,Skirt
data/apparels/Skirt/567298c6-e892-4aa3-bac6-4f8993ee23c0.jpg,Skirt
data/apparels/Skirt/f66f8334-fa7c-44fb-a9db-2f4b0b407cf0.jpg,Skirt
data/apparels/Skirt/4845b1d5-2535-43d8-90b0-dbc10002bcb8.jpg,Skirt
data/apparels/Skirt/c3310cf3-b4f0-4d4b-b616-8fdc930ce074.jpg,Skirt
data/apparels/Skirt/55808c24-c583-4bb5-91a1-6dca3056faf2.jpg,Skirt
data/apparels/Skirt/942987de-bfc1-41eb-be1e-e01d7f98f7a4.jpg,Skirt
data/apparels/Skirt/805a7767-cec7-4323-9a75-6c5c2024479d.jpg,Skirt
data/apparels/Skirt/4c2b720f-6916-4edf-a732-847c55eec881.jpg,Skirt
data/apparels/Skirt/2d758bb1-1a3b-4240-8fc0-ca9647ccba5d.jpg,Skirt
data/apparels/Skirt/95e66e02-b4ed-4fe9-b538-db6bac4fb7df.jpg,Skirt
data/apparels/Skirt/389bb7fe-02a7-4db4-9daa-1604b5ca8cb1.jpg,Skirt
data/apparels/Skirt/84e4d60a-a684-4b88-b86e-dfac84cfac92.jpg,Skirt
data/apparels/Skirt/8a7353cf-f8e3-4a73-b72e-239ed04d4e2d.jpg,Skirt
data/apparels/Skirt/6da4653c-905d-4257-aa82-824afda0c0a5.jpg,Skirt
data/apparels/Skirt/cf9d6ed6-7325-425e-be2b-bb5a6bc43fbe.jpg,Skirt
data/apparels/Skirt/b524ee06-ab17-4e0f-8e79-40d12c275d92.jpg,Skirt
data/apparels/Skirt/2001dec1-1e0a-4c11-9d15-120b019b3dea.jpg,Skirt
data/apparels/Skirt/f3307762-77ad-4bb0-b50a-c3d661dfa8b1.jpg,Skirt
data/apparels/Skirt/69d4e9dd-3176-413f-8bff-fa9f8129e01c.jpg,Skirt
data/apparels/Skirt/f1ff2780-2ab1-401f-8089-089b5dfa1cf2.jpg,Skirt
data/apparels/Skirt/ec1fbb96-442d-42b3-a5d1-46bd1d86bc24.jpg,Skirt
data/apparels/Skirt/8d173264-bc7d-4175-8130-711c94d3f1ca.jpg,Skirt
data/apparels/Skirt/12f6208b-331e-4257-bcfe-bb48f8c924aa.jpg,Skirt
data/apparels/Skirt/3ac953dd-31fb-461f-8bbd-7802397cc392.jpg,Skirt
data/apparels/Skirt/9e530520-3973-44d0-b630-e213c809b854.jpg,Skirt
data/apparels/Skirt/0570064d-b6cf-48a5-a703-f217d8a38333.jpg,Skirt
data/apparels/Skirt/fb894a70-f6ed-4b2e-8107-18fcf279fc17.jpg,Skirt
data/apparels/Skirt/c938f1ac-6e47-41a9-8546-9ca7c27477aa.jpg,Skirt
data/apparels/Skirt/f9c7e0bc-dfde-4720-b6bd-64bfeb2c55fa.jpg,Skirt
data/apparels/Skirt/adefd137-8fd0-415b-8139-f406e5f46182.jpg,Skirt
data/apparels/Skirt/740e3cc1-3b71-454d-9fc9-6cff9a46f3b2.jpg,Skirt
data/apparels/Skirt/667a7349-f0a7-43bc-bb70-246b61e6354b.jpg,Skirt
data/apparels/Skirt/628d1234-90c7-41fd-b761-2697b5b528c9.jpg,Skirt
data/apparels/Skirt/7ec3c84f-6c41-40bf-8248-f89846c6be6c.jpg,Skirt
data/apparels/Skirt/910268c2-a132-4d25-80b1-59812c52e65c.jpg,Skirt
data/apparels/Skirt/32a3a470-09a9-4b9b-8fa4-968ab10e50e9.jpg,Skirt
data/apparels/Skirt/637a56e4-7fa6-4f75-8859-0f8902461554.jpg,Skirt
data/apparels/Skirt/cec644db-b07c-4420-8199-f5bdd8ea3f83.jpg,Skirt
data/apparels/Skirt/b0e05193-cc92-4935-88d7-e71a1b19dd4b.jpg,Skirt
data/apparels/Skirt/02341619-2fa3-42d4-bb5e-689518228e67.jpg,Skirt
data/apparels/Skirt/ea6195ca-94fd-4ffa-b133-81f56df1d446.jpg,Skirt
data/apparels/Skirt/978f5148-3c6b-4393-9d12-df98d51b8881.jpg,Skirt
data/apparels/Skirt/6f7e039f-85a2-47dd-9cc2-b2cbd64367a5.jpg,Skirt
data/apparels/Skirt/3878a7f2-61f1-4594-91f1-7e05e6227272.jpg,Skirt
data/apparels/Skirt/e352b5ea-5975-486d-bd66-82bb5aafec9d.jpg,Skirt
data/apparels/Skirt/a12ecb02-bca3-4253-b3fd-e3d19765f770.jpg,Skirt
data/apparels/Skirt/16d851e5-a32c-4322-b58b-d9b77f345cba.jpg,Skirt
data/apparels/Skirt/e3d30ea5-976b-45a8-a1e4-0fbcc7a045c2.jpg,Skirt
data/apparels/Skirt/8b2ef33f-4b74-4967-9b9e-42345b599397.jpg,Skirt
data/apparels/Skirt/48895e87-ae51-4c7e-98ae-2855991264d1.jpg,Skirt
data/apparels/Skirt/4d5d201a-11cb-4e5c-b291-9b8c833c4ddf.jpg,Skirt
data/apparels/Skirt/309829b2-6d1a-4173-8d46-2dbdd10aad90.jpg,Skirt
data/apparels/Skirt/dab7f764-1232-4a8a-952c-01ee1a2aa16b.jpg,Skirt
data/apparels/Skirt/ee0fde64-aac5-4904-a8df-921864d7c01c.jpg,Skirt
data/apparels/Skirt/9fcc508a-3a8a-4321-8016-0f734fd13700.jpg,Skirt
data/apparels/Skirt/7faefb36-4547-4743-b8f6-2669aebb4759.jpg,Skirt
data/apparels/Skirt/55ffc997-f56f-4b2d-b57f-2d25956d5c74.jpg,Skirt
data/apparels/Skirt/781887ea-b7fd-4271-9b7d-8b372badfacf.jpg,Skirt
data/apparels/Skirt/5144499e-7848-4441-8873-7daab5386eec.jpg,Skirt
data/apparels/Skirt/70045b01-b350-4918-be74-2f627290ad7a.jpg,Skirt
data/apparels/Skirt/bc34145a-3844-4c08-a7a2-c45321541f57.jpg,Skirt
data/apparels/Skirt/f8b84112-9110-4628-91e8-9d22a13767f3.jpg,Skirt
data/apparels/Skirt/da61d6c3-f6c7-4b64-beac-deae14ba6b07.jpg,Skirt
data/apparels/Skirt/84b4da94-65c0-471e-a7ad-2ba6360f45bb.jpg,Skirt
data/apparels/Skirt/d44c49f4-e694-4ee6-a839-1579543b8e04.jpg,Skirt
data/apparels/Skirt/038e4976-e75f-452e-bccc-2ebb5d5c0e0a.jpg,Skirt
data/apparels/Skirt/49e9555c-f96e-4887-90e5-036b4d908c64.jpg,Skirt
data/apparels/Skirt/ecf2db5b-2a36-4716-8a06-85c6f33e6b08.jpg,Skirt
data/apparels/Skirt/125472d8-0f0a-4d45-b531-fb87a9d9d95e.jpg,Skirt
data/apparels/Skirt/7d6fad20-bfca-42ec-8061-5e6a531a0938.jpg,Skirt
data/apparels/Skirt/411a2823-10f9-47d8-bed1-7c3f715b5de4.jpg,Skirt
data/apparels/Skirt/0f8c39ba-e2b1-4c94-be5e-6ac2d924f7ed.jpg,Skirt
data/apparels/Longsleeve/5c1b7a77-1fa3-4af8-9722-cd38e45d89da.jpg,Longsleeve
data/apparels/Longsleeve/87846aa9-86cc-404a-af2c-7e8fe941081d.jpg,Longsleeve
data/apparels/Longsleeve/d9e84490-185d-48f9-ac16-4ef3360616d5.jpg,Longsleeve
data/apparels/Longsleeve/8f576f1a-839d-4fb2-a224-a4700b2d05da.jpg,Longsleeve
data/apparels/Longsleeve/bbf0d9c7-663d-46d1-a9f8-66e8e5678541.jpg,Longsleeve
data/apparels/Longsleeve/694e976e-13ee-4471-9f89-ca75244f9334.jpg,Longsleeve
data/apparels/Longsleeve/049e77f5-2a28-457a-9d27-2edb3da2fd7f.jpg,Longsleeve
data/apparels/Longsleeve/fc34b591-392c-4ed8-8e26-71a386e0d9b3.jpg,Longsleeve
data/apparels/Longsleeve/cd6ff00a-3441-4977-a35b-7935cd4331c0.jpg,Longsleeve
data/apparels/Longsleeve/4338519e-515a-46e2-8443-4d3213426d2e.jpg,Longsleeve
data/apparels/Longsleeve/e6abee3d-9e61-4f3f-b523-3f1a1264ab8f.jpg,Longsleeve
data/apparels/Longsleeve/bfb072bd-4378-47d5-ad94-e11e367fbdd0.jpg,Longsleeve
data/apparels/Longsleeve/beea9d8c-3723-45df-8e85-1bdad1adb324.jpg,Longsleeve
data/apparels/Longsleeve/bd80bf28-cacb-438c-af31-8ffd7c557a9a.jpg,Longsleeve
data/apparels/Longsleeve/febe9c7c-1551-45ae-8324-b8a5bb9fc8a3.jpg,Longsleeve
data/apparels/Longsleeve/29e42d8d-ea01-40d3-b82b-002c4343ed93.jpg,Longsleeve
data/apparels/Longsleeve/78d2f207-515d-4252-83df-7a3a4fe179cf.jpg,Longsleeve
data/apparels/Longsleeve/a36dc7ad-29ab-4c1f-9701-45143aeb5424.jpg,Longsleeve
data/apparels/Longsleeve/2b41ceef-e71c-4229-86fc-e7b50a6ef8c5.jpg,Longsleeve
data/apparels/Longsleeve/f6943183-e0e0-4b1b-a11b-451941bc523f.jpg,Longsleeve
data/apparels/Longsleeve/5af25198-5449-4f01-8155-21192662397c.jpg,Longsleeve
data/apparels/Longsleeve/38bf9790-f653-453b-96b4-72a298413eb7.jpg,Longsleeve
data/apparels/Longsleeve/9caa4c99-0d40-438c-910c-3a356dfd1a63.jpg,Longsleeve
data/apparels/Longsleeve/d827bf33-e405-4a04-a401-a2fef1bd75f1.jpg,Longsleeve
data/apparels/Longsleeve/63856971-1795-426b-b451-f32e16a74301.jpg,Longsleeve
data/apparels/Longsleeve/a344ffde-5aaf-4901-8340-7a5a5f860991.jpg,Longsleeve
data/apparels/Longsleeve/c4c88f65-413e-4e4d-95ce-d8b7670b6d5f.jpg,Longsleeve
data/apparels/Longsleeve/893c3f24-4bd7-45bc-995f-cb85847c92c5.jpg,Longsleeve
data/apparels/Longsleeve/d6f795ec-6296-42b7-99a4-705121546943.jpg,Longsleeve
data/apparels/Longsleeve/06c96380-f7bc-46ca-a3fc-9288181f1f69.jpg,Longsleeve
data/apparels/Longsleeve/0142c777-baf8-4500-add9-6641b95b90ec.jpg,Longsleeve
data/apparels/Longsleeve/cbb2e29f-ac73-408c-834c-3c8ae1bd0ac7.jpg,Longsleeve
data/apparels/Longsleeve/107dd572-7136-4eac-a255-1883467e6a62.jpg,Longsleeve
data/apparels/Longsleeve/a12e2114-73d5-4671-9b59-85c0b5fca9de.jpg,Longsleeve
data/apparels/Longsleeve/cafa5744-0273-438b-8a52-cb294c13ac42.jpg,Longsleeve
data/apparels/Longsleeve/e1f20e35-4fb9-4f2d-ac90-eab49aca8359.jpg,Longsleeve
data/apparels/Longsleeve/28fc3fad-5363-4c70-9c5d-ee739d2e21a8.jpg,Longsleeve
data/apparels/Longsleeve/aa8c2c36-a267-4a3b-9ec4-9a0aac37683c.jpg,Longsleeve
data/apparels/Longsleeve/fcee8d45-9510-48df-8d89-adc0c26d9821.jpg,Longsleeve
data/apparels/Longsleeve/fee4e85e-b942-4127-bdfd-89f1d9941528.jpg,Longsleeve
data/apparels/Longsleeve/0e20abb0-d56a-4f83-b254-9db70fb92794.jpg,Longsleeve
data/apparels/Longsleeve/8d1cfb8d-6e6c-4dbe-999a-0272d986f901.jpg,Longsleeve
data/apparels/Longsleeve/55642545-7055-4b8b-aa89-a2cf4233016e.jpg,Longsleeve
